title,price,sold_date,graded,grader,grade,auction,best_offer,shipping,seller,condition,item_url,image_url
1991 Stadium Club Nolan Ryan Charter Member No Hitter PSA 6,$1.25,"Sold Jan 25, 2026",Y,PSA,6,Y,N,$8.75,kb7586,New,https://www.ebay.com/itm/227179938761,https://i.ebayimg.com/images/g/7zEAAeSwxlRpbXXa/s-l500.webp
TOPPS STADIUM CLUB BASEBALL 1991 CHARTER MEMBER ONLY COMPLETE SET - NOLAN RYAN,$17.95,"Sold Jan 24, 2026",N,,,N,Y,$6.43,michba-2651,New,https://www.ebay.com/itm/205797479234,https://i.ebayimg.com/images/g/drUAAeSwDNFo9tBe/s-l500.webp
Nolan Ryan-1991 Topps Stadium Club Charter Member Texas Rangers,$1.95,"Sold Jan 21, 2026",N,,,N,N,$0.00,danpe2305,New,https://www.ebay.com/itm/287088809163,https://i.ebayimg.com/images/g/7hYAAeSw4n5pZ7wH/s-l500.webp
Nolan Ryan-1991 Topps Stadium Club Charter Member 300th Career Win Texas Rangers,$2.95,"Sold Jan 21, 2026",N,,,N,N,$0.00,danpe2305,New,https://www.ebay.com/itm/287088809181,https://i.ebayimg.com/images/g/NdwAAeSwH0BpZ7wH/s-l500.webp
1991 Stadium Club Charter Member #NNO Nolan Ryan Bronze Medallion! Rangers,$3.99,"Sold Jan 17, 2026",N,,,N,N,$4.99,htlegends,New,https://www.ebay.com/itm/127605933431,https://i.ebayimg.com/images/g/BNwAAeSwaNlpXAhw/s-l500.webp
NOLAN RYAN Gold MEDALLION Metal Charter Member 1991 Topps STADIUM CLUB Card,$4.00,"Sold Jan 17, 2026",N,,,N,N,$8.10,jgray_003,New,https://www.ebay.com/itm/376547439395,https://i.ebayimg.com/images/g/aMwAAeSwdRtoDUGR/s-l500.webp
Nolan Ryan Baseball Cards- You Pick- Discount shipping,$1.75,"Sold Jan 13, 2026",N,,,N,N,$0.75,adlib10,New,https://www.ebay.com/itm/376532295078,https://i.ebayimg.com/images/g/yKIAAeSwCZBosaIW/s-l500.webp
1991 Topps Stadium Clun Charter Members Only Nolan Ryan Bronze Medallion Set,$8.99,"Sold Jan 8, 2026",N,,,N,N,$11.14,abkandco,New,https://www.ebay.com/itm/357259839434,https://i.ebayimg.com/images/g/~RUAAeSwM5VobunY/s-l500.webp
Box 11: 1991 St. Club Charter Member OVESIZE PROOF Nolan Ryan 300 Wins,$14.00,"Sold Jan 7, 2026",N,,,N,N,$3.00,leximo2,New,https://www.ebay.com/itm/357994955548,https://i.ebayimg.com/images/g/gbQAAOSw6W9lbSUe/s-l500.webp
1991 Stadium Club Charter Member #NNO Nolan Ryan MULTISPORT Texas Rangers,$3.00,"Sold Jan 6, 2026",N,,,N,N,$0.00,dellcards,New,https://www.ebay.com/itm/197694119486,https://i.ebayimg.com/images/g/tmEAAeSwiIhoxU5W/s-l500.webp
1991 Stadium Club Charter Member Nolan Ryan #NNO,$1.89,"Sold Jan 6, 2026",N,,,N,N,$0.00,central.cali.collectibles,New,https://www.ebay.com/itm/256380411152,https://i.ebayimg.com/images/g/dQ8AAOSwfDVlqBZW/s-l500.webp
1991 Stadium Club - Charter Member - Nolan Ryan - “7th No Hitter” - NrMt,$2.07,"Sold Jan 6, 2026",N,,,N,N,$0.00,grover46,New,https://www.ebay.com/itm/267527421081,https://i.ebayimg.com/images/g/pDUAAeSwj59pUlyi/s-l500.webp
1991 Topps Stadium Club Charter Members Only Box Set with Nolan Ryan Medallion,$1.25,"Sold Jan 6, 2026",N,,,Y,N,$8.65,chongos-cardboardandcollectibles,Brand New,https://www.ebay.com/itm/177717132987,https://i.ebayimg.com/images/g/8KsAAeSweVlpUIyh/s-l500.webp
1991 Stadium Club Charter Member #NNO Nolan Ryan,$2.25,"Sold Jan 4, 2026",N,,,N,N,$0.00,gsquared_collectibles,New,https://www.ebay.com/itm/297389021960,https://i.ebayimg.com/images/g/ZfoAAeSwx~BoROLe/s-l500.webp
1991 Topps Stadium Club Charter Member Box Set with Nolan Ryan Medallion,$9.99,"Sold Jan 3, 2026",N,,,Y,N,$10.99,ricdik,New,https://www.ebay.com/itm/116950733734,https://i.ebayimg.com/images/g/rUwAAeSwYcNpK1mh/s-l500.webp
1991 STADIUM CLUB CHARTER MEMBER #NNO NOLAN RYAN TEXAS RANGERS,$1.99,"Sold Jan 1, 2026",N,,,N,N,$0.00,topps55,New,https://www.ebay.com/itm/397453911399,https://i.ebayimg.com/images/g/lSsAAeSwtIppVxQE/s-l500.webp
1991 TOPPS STADIUM CLUB CHARTER MEMBER ONLY NOLAN RYAN BRONZE MEDALLION CARD,$20.00,"Sold Dec 31, 2025",N,,,N,N,$8.35,differentstrokes79,New,https://www.ebay.com/itm/157567946019,https://i.ebayimg.com/images/g/KFAAAeSwCwVo1aU0/s-l500.webp
1991 Topps Stadium Club Set Cards Nolan Ryan Medalion Key Chain Charter Members,$7.00,"Sold Dec 30, 2025",N,,,N,Y,$8.65,howd49,New,https://www.ebay.com/itm/157563593387,https://i.ebayimg.com/images/g/0ncAAeSw~GZpSqSN/s-l500.webp
